INSERT INTO ALIMENT (REFERENCIA, NOM, PREU) VALUES
(29, 'NIF29', '2023-6-26', 'S'),
(30, 'NIF30', '2023-5-2', 'S'),
(31, 'NIF31', '2023-6-19', 'N'),
(32, 'NIF32', '2023-4-11', 'S'),
(33, 'NIF33', '2023-2-25', 'N'),
(34, 'NIF34', '2023-6-11', 'N'),
(35, 'NIF35', '2023-10-11', 'N'),
(36, 'NIF36', '2023-5-24', 'N'),
(37, 'NIF37', '2023-12-20', 'S'),
(38, 'NIF38', '2023-7-21', 'S'),
(39, 'NIF39', '2023-4-12', 'S'),
(40, 'NIF40', '2023-1-8', 'S'),
(41, 'NIF41', '2023-9-6', 'N'),
(42, 'NIF42', '2023-7-2', 'N'),
(43, 'NIF43', '2023-9-13', 'N'),
(44, 'NIF44', '2023-6-17', 'N'),
(45, 'NIF45', '2023-9-19', 'S'),
(46, 'NIF46', '2023-3-16', 'N'),
(47, 'NIF47', '2023-1-19', 'N'),
(48, 'NIF48', '2023-3-23', 'S'),
(49, 'NIF49', '2023-2-7', 'N'),
(50, 'NIF50', '2023-2-18', 'S'),
(51, 'NIF51', '2023-12-13', 'N'),
(52, 'NIF52', '2023-11-7', 'N'),
(53, 'NIF53', '2023-9-14', 'N'),
(54, 'NIF54', '2023-6-23', 'N'),
(55, 'NIF55', '2023-5-11', 'N'),
(56, 'NIF56', '2023-2-27', 'N'),
(57, 'NIF57', '2023-3-6', 'N'),
(58, 'NIF58', '2023-12-3', 'S'),
(59, 'NIF59', '2023-2-18', 'N'),
(60, 'NIF60', '2023-12-2', 'S'),
(61, 'NIF61', '2023-5-8', 'S'),
(62, 'NIF62', '2023-5-7', 'N'),
(63, 'NIF63', '2023-6-22', 'N'),
(64, 'NIF64', '2023-5-26', 'S'),
(65, 'NIF65', '2023-1-5', 'S'),
(66, 'NIF66', '2023-5-26', 'N'),
(67, 'NIF67', '2023-3-24', 'N'),
(68, 'NIF68', '2023-8-5', 'N'),
(69, 'NIF69', '2023-2-1', 'S'),
(70, 'NIF70', '2023-9-27', 'N'),
(71, 'NIF71', '2023-10-5', 'S'),
(72, 'NIF72', '2023-2-16', 'S'),
(73, 'NIF73', '2023-2-28', 'N'),
(74, 'NIF74', '2023-5-13', 'S'),
(75, 'NIF75', '2023-2-8', 'S'),
(76, 'NIF76', '2023-9-23', 'S'),
(77, 'NIF77', '2023-2-28', 'S'),
(78, 'NIF78', '2023-1-19', 'S'),
(79, 'NIF79', '2023-2-19', 'N'),
(80, 'NIF80', '2023-12-18', 'N'),
(81, 'NIF81', '2023-11-12', 'S'),
(82, 'NIF82', '2023-12-28', 'N'),
(83, 'NIF83', '2023-4-19', 'S'),
(84, 'NIF84', '2023-10-4', 'N'),
(85, 'NIF85', '2023-12-12', 'N'),
(86, 'NIF86', '2023-4-10', 'S'),
(87, 'NIF87', '2023-4-2', 'N'),
(88, 'NIF88', '2023-4-3', 'N'),
(89, 'NIF89', '2023-5-28', 'N'),
(90, 'NIF90', '2023-12-20', 'N'),
(91, 'NIF91', '2023-1-23', 'N'),
(92, 'NIF92', '2023-2-23', 'S'),
(93, 'NIF93', '2023-3-15', 'N'),
(94, 'NIF94', '2023-8-2', 'S'),
(95, 'NIF95', '2023-10-10', 'N'),
(96, 'NIF96', '2023-10-25', 'S'),
(97, 'NIF97', '2023-10-8', 'N'),
(98, 'NIF98', '2023-3-27', 'S'),
(99, 'NIF99', '2023-12-3', 'N'),
(100, 'NIF100', '2023-8-12', 'N'),
(101, 'NIF101', '2023-12-22', 'N'),
(102, 'NIF102', '2023-6-18', 'S'),
(103, 'NIF103', '2023-8-24', 'S'),
(104, 'NIF104', '2023-9-7', 'N'),
(105, 'NIF105', '2023-8-25', 'S'),
(106, 'NIF106', '2023-2-25', 'S'),
(107, 'NIF107', '2023-2-26', 'S'),
(108, 'NIF108', '2023-5-7', 'S'),
(109, 'NIF109', '2023-12-1', 'N'),
(110, 'NIF110', '2023-7-18', 'S'),
(111, 'NIF111', '2023-10-9', 'S'),
(112, 'NIF112', '2023-8-26', 'S'),
(113, 'NIF113', '2023-3-8', 'S'),
(114, 'NIF114', '2023-5-11', 'N'),
(115, 'NIF115', '2023-10-5', 'N'),
(116, 'NIF116', '2023-9-25', 'N'),
(117, 'NIF117', '2023-2-9', 'N'),
(118, 'NIF118', '2023-9-9', 'N'),
(119, 'NIF119', '2023-8-1', 'S'),
(120, 'NIF120', '2023-8-7', 'N'),
(121, 'NIF121', '2023-1-19', 'S'),
(122, 'NIF122', '2023-9-17', 'N'),
(123, 'NIF123', '2023-1-18', 'S'),
(124, 'NIF124', '2023-11-21', 'S'),
(125, 'NIF125', '2023-3-12', 'S'),
(126, 'NIF126', '2023-5-24', 'S'),
(127, 'NIF127', '2023-8-9', 'N'),
(128, 'NIF128', '2023-4-26', 'N'),
(129, 'NIF129', '2023-12-26', 'N'),
(130, 'NIF130', '2023-1-26', 'N'),
(131, 'NIF131', '2023-6-2', 'N'),
(132, 'NIF132', '2023-1-3', 'N'),
(133, 'NIF133', '2023-8-17', 'N'),
(134, 'NIF134', '2023-11-3', 'S'),
(135, 'NIF135', '2023-7-2', 'S'),
(136, 'NIF136', '2023-7-28', 'S'),
(137, 'NIF137', '2023-10-4', 'N'),
(138, 'NIF138', '2023-2-13', 'S'),
(139, 'NIF139', '2023-9-9', 'N'),
(140, 'NIF140', '2023-2-16', 'N'),
(141, 'NIF141', '2023-9-18', 'N'),
(142, 'NIF142', '2023-10-13', 'N'),
(143, 'NIF143', '2023-8-28', 'N'),
(144, 'NIF144', '2023-2-24', 'N'),
(145, 'NIF145', '2023-10-4', 'N'),
(146, 'NIF146', '2023-4-5', 'S'),
(147, 'NIF147', '2023-11-21', 'S'),
(148, 'NIF148', '2023-8-12', 'N'),
(149, 'NIF149', '2023-3-24', 'N'),
(150, 'NIF150', '2023-9-7', 'S'),
(151, 'NIF151', '2023-3-20', 'N'),
(152, 'NIF152', '2023-4-15', 'S'),
(153, 'NIF153', '2023-12-25', 'N'),
(154, 'NIF154', '2023-3-21', 'N'),
(155, 'NIF155', '2023-7-16', 'N'),
(156, 'NIF156', '2023-7-21', 'S'),
(157, 'NIF157', '2023-5-15', 'N'),
(158, 'NIF158', '2023-12-24', 'S'),
(159, 'NIF159', '2023-7-12', 'S'),
(160, 'NIF160', '2023-5-23', 'N'),
(161, 'NIF161', '2023-8-15', 'S'),
(162, 'NIF162', '2023-3-23', 'S'),
(163, 'NIF163', '2023-1-7', 'S'),
(164, 'NIF164', '2023-4-28', 'N'),
(165, 'NIF165', '2023-9-28', 'S'),
(166, 'NIF166', '2023-1-17', 'S'),
(167, 'NIF167', '2023-1-18', 'S'),
(168, 'NIF168', '2023-12-10', 'S'),
(169, 'NIF169', '2023-4-9', 'N'),
(170, 'NIF170', '2023-9-3', 'S'),
(171, 'NIF171', '2023-8-16', 'S'),
(172, 'NIF172', '2023-11-3', 'S'),
(173, 'NIF173', '2023-3-14', 'S'),
(174, 'NIF174', '2023-4-13', 'S'),
(175, 'NIF175', '2023-6-13', 'N'),
(176, 'NIF176', '2023-2-7', 'S'),
(177, 'NIF177', '2023-9-22', 'S'),
(178, 'NIF178', '2023-4-23', 'S'),
(179, 'NIF179', '2023-6-5', 'N'),
(180, 'NIF180', '2023-6-11', 'N'),
(181, 'NIF181', '2023-7-18', 'N'),
(182, 'NIF182', '2023-9-28', 'S'),
(183, 'NIF183', '2023-8-16', 'S'),
(184, 'NIF184', '2023-1-12', 'S'),
(185, 'NIF185', '2023-6-8', 'S'),
(186, 'NIF186', '2023-1-7', 'N'),
(187, 'NIF187', '2023-2-7', 'S'),
(188, 'NIF188', '2023-9-10', 'S'),
(189, 'NIF189', '2023-10-12', 'N'),
(190, 'NIF190', '2023-5-15', 'N'),
(191, 'NIF191', '2023-2-2', 'S'),
(192, 'NIF192', '2023-3-7', 'N'),
(193, 'NIF193', '2023-1-24', 'N'),
(194, 'NIF194', '2023-8-1', 'N'),
(195, 'NIF195', '2023-7-25', 'N'),
(196, 'NIF196', '2023-9-24', 'N'),
(197, 'NIF197', '2023-12-16', 'N'),
(198, 'NIF198', '2023-9-28', 'S'),
(199, 'NIF199', '2023-7-1', 'N'),
(200, 'NIF200', '2023-1-7', 'S'),
(201, 'NIF201', '2023-12-12', 'N'),
(202, 'NIF202', '2023-6-5', 'S'),
(203, 'NIF203', '2023-6-11', 'S'),
(204, 'NIF204', '2023-9-24', 'S'),
(205, 'NIF205', '2023-5-18', 'S'),
(206, 'NIF206', '2023-4-21', 'S'),
(207, 'NIF207', '2023-10-27', 'N'),
(208, 'NIF208', '2023-4-27', 'S'),
(209, 'NIF209', '2023-12-5', 'S'),
(210, 'NIF210', '2023-10-17', 'N'),
(211, 'NIF211', '2023-4-28', 'N'),
(212, 'NIF212', '2023-8-14', 'N'),
(213, 'NIF213', '2023-10-11', 'N'),
(214, 'NIF214', '2023-12-9', 'S'),
(215, 'NIF215', '2023-10-9', 'N'),
(216, 'NIF216', '2023-4-4', 'N'),
(217, 'NIF217', '2023-6-15', 'S'),
(218, 'NIF218', '2023-12-12', 'N'),
(219, 'NIF219', '2023-2-8', 'S'),
(220, 'NIF220', '2023-5-6', 'S'),
(221, 'NIF221', '2023-8-15', 'S'),
(222, 'NIF222', '2023-5-12', 'N'),
(223, 'NIF223', '2023-6-27', 'N'),
(224, 'NIF224', '2023-8-6', 'S'),
(225, 'NIF225', '2023-5-4', 'S'),
(226, 'NIF226', '2023-2-2', 'S'),
(227, 'NIF227', '2023-2-23', 'S'),
(228, 'NIF228', '2023-7-6', 'N'),
(229, 'NIF229', '2023-7-9', 'N'),
(230, 'NIF230', '2023-6-25', 'N'),
(231, 'NIF231', '2023-9-2', 'S'),
(232, 'NIF232', '2023-8-11', 'S'),
(233, 'NIF233', '2023-8-26', 'N'),
(234, 'NIF234', '2023-2-4', 'S'),
(235, 'NIF235', '2023-12-25', 'N'),
(236, 'NIF236', '2023-3-3', 'N'),
(237, 'NIF237', '2023-7-26', 'N'),
(238, 'NIF238', '2023-3-22', 'S'),
(239, 'NIF239', '2023-6-19', 'S'),
(240, 'NIF240', '2023-12-4', 'N'),
(241, 'NIF241', '2023-7-1', 'S'),
(242, 'NIF242', '2023-5-27', 'N'),
(243, 'NIF243', '2023-11-9', 'N'),
(244, 'NIF244', '2023-5-18', 'N'),
(245, 'NIF245', '2023-5-11', 'S'),
(246, 'NIF246', '2023-10-25', 'S'),
(247, 'NIF247', '2023-6-26', 'S'),
(248, 'NIF248', '2023-11-13', 'N'),
(249, 'NIF249', '2023-4-7', 'S'),
(250, 'NIF250', '2023-5-5', 'S'),
(251, 'NIF251', '2023-8-4', 'N'),
(252, 'NIF252', '2023-8-22', 'S'),
(253, 'NIF253', '2023-9-23', 'S'),
(254, 'NIF254', '2023-7-11', 'S'),
(255, 'NIF255', '2023-7-20', 'S'),
(256, 'NIF256', '2023-9-12', 'N'),
(257, 'NIF257', '2023-2-28', 'S'),
(258, 'NIF258', '2023-7-28', 'S'),
(259, 'NIF259', '2023-6-11', 'S'),
(260, 'NIF260', '2023-6-3', 'S'),
(261, 'NIF261', '2023-7-19', 'S'),
(262, 'NIF262', '2023-9-7', 'S'),
(263, 'NIF263', '2023-11-18', 'N'),
(264, 'NIF264', '2023-2-28', 'N'),
(265, 'NIF265', '2023-12-26', 'S'),
(266, 'NIF266', '2023-1-9', 'S'),
(267, 'NIF267', '2023-1-24', 'N'),
(268, 'NIF268', '2023-2-15', 'N'),
(269, 'NIF269', '2023-5-6', 'N'),
(270, 'NIF270', '2023-11-23', 'S'),
(271, 'NIF271', '2023-8-21', 'N'),
(272, 'NIF272', '2023-2-26', 'S'),
(273, 'NIF273', '2023-9-2', 'N'),
(274, 'NIF274', '2023-11-17', 'N'),
(275, 'NIF275', '2023-10-22', 'N'),
(276, 'NIF276', '2023-6-23', 'S'),
(277, 'NIF277', '2023-2-26', 'S'),
(278, 'NIF278', '2023-12-4', 'N'),
(279, 'NIF279', '2023-1-28', 'S'),
(280, 'NIF280', '2023-7-22', 'S'),
(281, 'NIF281', '2023-2-6', 'N'),
(282, 'NIF282', '2023-9-4', 'S'),
(283, 'NIF283', '2023-7-5', 'S'),
(284, 'NIF284', '2023-10-17', 'S'),
(285, 'NIF285', '2023-7-13', 'N'),
(286, 'NIF286', '2023-3-9', 'N'),
(287, 'NIF287', '2023-2-1', 'S'),
(288, 'NIF288', '2023-3-21', 'N'),
(289, 'NIF289', '2023-12-26', 'N'),
(290, 'NIF290', '2023-4-8', 'N'),
(291, 'NIF291', '2023-6-24', 'N'),
(292, 'NIF292', '2023-3-7', 'S'),
(293, 'NIF293', '2023-9-9', 'N'),
(294, 'NIF294', '2023-5-23', 'N'),
(295, 'NIF295', '2023-4-9', 'S'),
(296, 'NIF296', '2023-12-23', 'S'),
(297, 'NIF297', '2023-1-17', 'S'),
(298, 'NIF298', '2023-3-10', 'N'),
(299, 'NIF299', '2023-5-27', 'N'),
(300, 'NIF300', '2023-6-20', 'N'),
(301, 'NIF301', '2023-3-18', 'S'),
(302, 'NIF302', '2023-10-24', 'S'),
(303, 'NIF303', '2023-5-20', 'N'),
(304, 'NIF304', '2023-6-14', 'S'),
(305, 'NIF305', '2023-11-17', 'S'),
(306, 'NIF306', '2023-6-18', 'N'),
(307, 'NIF307', '2023-10-26', 'N'),
(308, 'NIF308', '2023-7-25', 'S'),
(309, 'NIF309', '2023-3-23', 'S'),
(310, 'NIF310', '2023-9-19', 'S'),
(311, 'NIF311', '2023-5-14', 'S'),
(312, 'NIF312', '2023-1-15', 'N'),
(313, 'NIF313', '2023-2-6', 'S'),
(314, 'NIF314', '2023-11-22', 'N'),
(315, 'NIF315', '2023-8-4', 'S'),
(316, 'NIF316', '2023-10-8', 'S'),
(317, 'NIF317', '2023-4-17', 'N'),
(318, 'NIF318', '2023-6-17', 'S'),
(319, 'NIF319', '2023-9-9', 'N'),
(320, 'NIF320', '2023-1-18', 'S'),
(321, 'NIF321', '2023-12-28', 'S'),
(322, 'NIF322', '2023-4-2', 'N'),
(323, 'NIF323', '2023-2-5', 'S'),
(324, 'NIF324', '2023-6-5', 'N'),
(325, 'NIF325', '2023-8-21', 'N'),
(326, 'NIF326', '2023-6-4', 'N'),
(327, 'NIF327', '2023-6-21', 'S'),
(328, 'NIF328', '2023-12-5', 'S'),
(329, 'NIF329', '2023-7-5', 'S'),
(330, 'NIF330', '2023-7-8', 'S'),
(331, 'NIF331', '2023-1-22', 'S'),
(332, 'NIF332', '2023-5-4', 'N'),
(333, 'NIF333', '2023-10-17', 'S'),
(334, 'NIF334', '2023-7-10', 'S'),
(335, 'NIF335', '2023-1-20', 'S'),
(336, 'NIF336', '2023-8-6', 'S'),
(337, 'NIF337', '2023-12-5', 'S'),
(338, 'NIF338', '2023-3-20', 'S'),
(339, 'NIF339', '2023-5-4', 'S'),
(340, 'NIF340', '2023-11-23', 'N'),
(341, 'NIF341', '2023-11-19', 'S'),
(342, 'NIF342', '2023-5-22', 'N'),
(343, 'NIF343', '2023-7-13', 'S'),
(344, 'NIF344', '2023-11-20', 'S'),
(345, 'NIF345', '2023-9-27', 'S'),
(346, 'NIF346', '2023-5-11', 'N'),
(347, 'NIF347', '2023-6-6', 'N'),
(348, 'NIF348', '2023-5-11', 'N'),
(349, 'NIF349', '2023-11-3', 'N'),
(350, 'NIF350', '2023-3-23', 'N'),
(351, 'NIF351', '2023-9-5', 'N'),
(352, 'NIF352', '2023-10-22', 'N'),
(353, 'NIF353', '2023-10-10', 'N'),
(354, 'NIF354', '2023-5-22', 'N'),
(355, 'NIF355', '2023-11-8', 'S'),
(356, 'NIF356', '2023-10-22', 'N'),
(357, 'NIF357', '2023-8-5', 'S'),
(358, 'NIF358', '2023-12-7', 'N'),
(359, 'NIF359', '2023-8-17', 'N'),
(360, 'NIF360', '2023-4-21', 'S'),
(361, 'NIF361', '2023-10-16', 'S'),
(362, 'NIF362', '2023-7-19', 'N'),
(363, 'NIF363', '2023-9-13', 'N'),
(364, 'NIF364', '2023-10-13', 'N'),
(365, 'NIF365', '2023-8-8', 'N'),
(366, 'NIF366', '2023-3-8', 'N'),
(367, 'NIF367', '2023-4-2', 'N'),
(368, 'NIF368', '2023-4-4', 'N'),
(369, 'NIF369', '2023-1-27', 'S'),
(370, 'NIF370', '2023-6-5', 'S'),
(371, 'NIF371', '2023-7-14', 'N'),
(372, 'NIF372', '2023-10-10', 'N'),
(373, 'NIF373', '2023-2-26', 'S'),
(374, 'NIF374', '2023-4-27', 'N'),
(375, 'NIF375', '2023-3-20', 'S'),
(376, 'NIF376', '2023-7-14', 'S'),
(377, 'NIF377', '2023-10-27', 'S'),
(378, 'NIF378', '2023-9-11', 'N'),
(379, 'NIF379', '2023-5-25', 'S'),
(380, 'NIF380', '2023-6-1', 'N'),
(381, 'NIF381', '2023-9-22', 'N'),
(382, 'NIF382', '2023-2-24', 'S'),
(383, 'NIF383', '2023-1-4', 'N'),
(384, 'NIF384', '2023-8-8', 'N'),
(385, 'NIF385', '2023-1-14', 'N'),
(386, 'NIF386', '2023-9-12', 'N'),
(387, 'NIF387', '2023-4-12', 'N'),
(388, 'NIF388', '2023-12-22', 'S'),
(389, 'NIF389', '2023-5-1', 'N'),
(390, 'NIF390', '2023-4-7', 'S'),
(391, 'NIF391', '2023-5-15', 'N'),
(392, 'NIF392', '2023-6-19', 'S'),
(393, 'NIF393', '2023-1-22', 'N'),
(394, 'NIF394', '2023-9-14', 'N'),
(395, 'NIF395', '2023-3-20', 'S'),
(396, 'NIF396', '2023-11-19', 'N'),
(397, 'NIF397', '2023-11-15', 'N'),
(398, 'NIF398', '2023-4-11', 'N'),
(399, 'NIF399', '2023-2-26', 'S'),
(400, 'NIF400', '2023-10-19', 'N'),
(401, 'NIF401', '2023-10-21', 'N'),
(402, 'NIF402', '2023-3-15', 'N'),
(403, 'NIF403', '2023-3-23', 'S'),
(404, 'NIF404', '2023-5-25', 'S'),
(405, 'NIF405', '2023-4-24', 'N'),
(406, 'NIF406', '2023-11-8', 'N'),
(407, 'NIF407', '2023-5-8', 'N'),
(408, 'NIF408', '2023-7-3', 'S'),
(409, 'NIF409', '2023-6-28', 'S'),
(410, 'NIF410', '2023-1-13', 'N'),
(411, 'NIF411', '2023-2-23', 'N'),
(412, 'NIF412', '2023-6-7', 'S'),
(413, 'NIF413', '2023-8-19', 'S'),
(414, 'NIF414', '2023-11-24', 'N'),
(415, 'NIF415', '2023-11-19', 'S'),
(416, 'NIF416', '2023-1-14', 'N'),
(417, 'NIF417', '2023-3-22', 'S'),
(418, 'NIF418', '2023-1-4', 'N'),
(419, 'NIF419', '2023-10-25', 'S'),
(420, 'NIF420', '2023-11-4', 'S'),
(421, 'NIF421', '2023-7-3', 'S'),
(422, 'NIF422', '2023-8-16', 'S'),
(423, 'NIF423', '2023-6-12', 'N'),
(424, 'NIF424', '2023-4-23', 'N'),
(425, 'NIF425', '2023-1-1', 'S'),
(426, 'NIF426', '2023-6-27', 'N'),
(427, 'NIF427', '2023-9-3', 'N'),
(428, 'NIF428', '2023-12-12', 'N'),
(429, 'NIF429', '2023-6-9', 'S'),
(430, 'NIF430', '2023-1-14', 'S'),
(431, 'NIF431', '2023-2-15', 'N'),
(432, 'NIF432', '2023-2-27', 'N'),
(433, 'NIF433', '2023-7-9', 'N'),
(434, 'NIF434', '2023-5-4', 'S'),
(435, 'NIF435', '2023-1-7', 'S'),
(436, 'NIF436', '2023-3-5', 'S'),
(437, 'NIF437', '2023-10-4', 'N'),
(438, 'NIF438', '2023-1-13', 'S'),
(439, 'NIF439', '2023-5-28', 'S'),
(440, 'NIF440', '2023-5-21', 'S'),
(441, 'NIF441', '2023-9-17', 'N'),
(442, 'NIF442', '2023-1-3', 'N'),
(443, 'NIF443', '2023-8-26', 'S'),
(444, 'NIF444', '2023-8-21', 'S'),
(445, 'NIF445', '2023-2-14', 'S'),
(446, 'NIF446', '2023-3-26', 'S'),
(447, 'NIF447', '2023-6-26', 'S'),
(448, 'NIF448', '2023-11-11', 'S'),
(449, 'NIF449', '2023-1-25', 'N'),
(450, 'NIF450', '2023-9-26', 'S'),
(451, 'NIF451', '2023-8-27', 'N'),
(452, 'NIF452', '2023-8-17', 'N'),
(453, 'NIF453', '2023-3-25', 'S'),
(454, 'NIF454', '2023-7-7', 'N'),
(455, 'NIF455', '2023-12-15', 'S'),
(456, 'NIF456', '2023-12-17', 'S'),
(457, 'NIF457', '2023-2-23', 'S'),
(458, 'NIF458', '2023-9-25', 'S'),
(459, 'NIF459', '2023-3-6', 'N'),
(460, 'NIF460', '2023-10-2', 'N'),
(461, 'NIF461', '2023-5-24', 'N'),
(462, 'NIF462', '2023-6-2', 'N'),
(463, 'NIF463', '2023-6-21', 'N'),
(464, 'NIF464', '2023-9-8', 'S'),
(465, 'NIF465', '2023-7-23', 'N'),
(466, 'NIF466', '2023-9-9', 'N'),
(467, 'NIF467', '2023-2-14', 'S'),
(468, 'NIF468', '2023-6-18', 'S'),
(469, 'NIF469', '2023-6-27', 'N'),
(470, 'NIF470', '2023-6-13', 'S'),
(471, 'NIF471', '2023-3-25', 'N'),
(472, 'NIF472', '2023-11-15', 'N'),
(473, 'NIF473', '2023-11-7', 'N'),
(474, 'NIF474', '2023-11-20', 'S'),
(475, 'NIF475', '2023-12-28', 'N'),
(476, 'NIF476', '2023-5-6', 'N'),
(477, 'NIF477', '2023-5-15', 'N'),
(478, 'NIF478', '2023-1-14', 'N'),
(479, 'NIF479', '2023-10-15', 'N'),
(480, 'NIF480', '2023-5-16', 'S'),
(481, 'NIF481', '2023-2-3', 'N'),
(482, 'NIF482', '2023-12-26', 'S'),
(483, 'NIF483', '2023-10-26', 'S'),
(484, 'NIF484', '2023-6-12', 'S'),
(485, 'NIF485', '2023-4-28', 'N'),
(486, 'NIF486', '2023-6-15', 'N'),
(487, 'NIF487', '2023-9-24', 'S'),
(488, 'NIF488', '2023-12-18', 'S'),
(489, 'NIF489', '2023-7-23', 'S'),
(490, 'NIF490', '2023-12-11', 'S'),
(491, 'NIF491', '2023-8-5', 'N'),
(492, 'NIF492', '2023-1-9', 'N'),
(493, 'NIF493', '2023-9-6', 'S'),
(494, 'NIF494', '2023-12-9', 'N'),
(495, 'NIF495', '2023-12-25', 'N'),
(496, 'NIF496', '2023-5-6', 'N'),
(497, 'NIF497', '2023-6-9', 'N'),
(498, 'NIF498', '2023-3-15', 'S'),
(499, 'NIF499', '2023-5-24', 'S'),
(500, 'NIF500', '2023-3-20', 'S'),
(501, 'NIF501', '2023-10-1', 'S'),
(502, 'NIF502', '2023-3-28', 'S'),
(503, 'NIF503', '2023-2-26', 'S'),
(504, 'NIF504', '2023-11-25', 'N'),
(505, 'NIF505', '2023-3-5', 'N'),
(506, 'NIF506', '2023-1-23', 'S'),
(507, 'NIF507', '2023-1-27', 'S'),
(508, 'NIF508', '2023-8-23', 'S'),
(509, 'NIF509', '2023-7-14', 'S'),
(510, 'NIF510', '2023-9-24', 'S'),
(511, 'NIF511', '2023-2-21', 'N'),
(512, 'NIF512', '2023-10-15', 'S'),
(513, 'NIF513', '2023-8-1', 'N'),
(514, 'NIF514', '2023-8-27', 'N'),
(515, 'NIF515', '2023-9-6', 'S'),
(516, 'NIF516', '2023-6-27', 'N'),
(517, 'NIF517', '2023-5-12', 'S'),
(518, 'NIF518', '2023-7-17', 'N'),
(519, 'NIF519', '2023-6-1', 'N'),
(520, 'NIF520', '2023-6-16', 'S'),
(521, 'NIF521', '2023-1-1', 'N'),
(522, 'NIF522', '2023-9-7', 'N'),
(523, 'NIF523', '2023-4-28', 'N'),
(524, 'NIF524', '2023-4-27', 'S'),
(525, 'NIF525', '2023-12-20', 'S'),
(526, 'NIF526', '2023-6-18', 'N'),
(527, 'NIF527', '2023-6-15', 'N'),
(528, 'NIF528', '2023-11-2', 'N'),
(529, 'NIF529', '2023-6-21', 'S'),
(530, 'NIF530', '2023-3-4', 'N'),
(531, 'NIF531', '2023-7-9', 'S'),
(532, 'NIF532', '2023-12-2', 'S'),
(533, 'NIF533', '2023-1-10', 'S'),
(534, 'NIF534', '2023-11-27', 'N'),
(535, 'NIF535', '2023-12-16', 'N'),
(536, 'NIF536', '2023-11-7', 'N'),
(537, 'NIF537', '2023-1-23', 'N'),
(538, 'NIF538', '2023-12-6', 'N'),
(539, 'NIF539', '2023-12-9', 'N'),
(540, 'NIF540', '2023-10-28', 'N'),
(541, 'NIF541', '2023-3-22', 'N'),
(542, 'NIF542', '2023-4-21', 'N'),
(543, 'NIF543', '2023-3-18', 'N'),
(544, 'NIF544', '2023-8-2', 'N'),
(545, 'NIF545', '2023-12-26', 'S'),
(546, 'NIF546', '2023-7-19', 'S'),
(547, 'NIF547', '2023-4-11', 'S'),
(548, 'NIF548', '2023-7-28', 'S'),
(549, 'NIF549', '2023-4-5', 'N'),
(550, 'NIF550', '2023-5-11', 'N'),
(551, 'NIF551', '2023-7-11', 'S'),
(552, 'NIF552', '2023-8-1', 'S'),
(553, 'NIF553', '2023-11-6', 'S'),
(554, 'NIF554', '2023-1-7', 'N'),
(555, 'NIF555', '2023-8-11', 'N'),
(556, 'NIF556', '2023-8-22', 'S'),
(557, 'NIF557', '2023-4-22', 'N'),
(558, 'NIF558', '2023-8-10', 'S'),
(559, 'NIF559', '2023-6-14', 'N'),
(560, 'NIF560', '2023-7-18', 'S'),
(561, 'NIF561', '2023-9-6', 'S'),
(562, 'NIF562', '2023-5-21', 'N'),
(563, 'NIF563', '2023-10-5', 'N'),
(564, 'NIF564', '2023-5-4', 'S'),
(565, 'NIF565', '2023-3-6', 'N'),
(566, 'NIF566', '2023-6-1', 'N'),
(567, 'NIF567', '2023-7-11', 'N'),
(568, 'NIF568', '2023-5-25', 'N'),
(569, 'NIF569', '2023-3-9', 'S'),
(570, 'NIF570', '2023-8-27', 'N'),
(571, 'NIF571', '2023-4-4', 'N'),
(572, 'NIF572', '2023-10-12', 'S'),
(573, 'NIF573', '2023-1-12', 'N'),
(574, 'NIF574', '2023-8-21', 'S'),
(575, 'NIF575', '2023-10-10', 'S'),
(576, 'NIF576', '2023-2-11', 'S'),
(577, 'NIF577', '2023-9-26', 'N'),
(578, 'NIF578', '2023-10-28', 'N'),
(579, 'NIF579', '2023-4-13', 'N'),
(580, 'NIF580', '2023-10-27', 'S'),
(581, 'NIF581', '2023-4-22', 'S'),
(582, 'NIF582', '2023-4-28', 'N'),
(583, 'NIF583', '2023-12-12', 'S'),
(584, 'NIF584', '2023-1-8', 'N'),
(585, 'NIF585', '2023-3-17', 'S'),
(586, 'NIF586', '2023-4-16', 'N'),
(587, 'NIF587', '2023-11-26', 'N'),
(588, 'NIF588', '2023-4-18', 'N'),
(589, 'NIF589', '2023-3-23', 'S'),
(590, 'NIF590', '2023-6-4', 'S'),
(591, 'NIF591', '2023-5-11', 'S'),
(592, 'NIF592', '2023-2-12', 'N'),
(593, 'NIF593', '2023-4-4', 'S'),
(594, 'NIF594', '2023-4-21', 'S'),
(595, 'NIF595', '2023-1-4', 'S'),
(596, 'NIF596', '2023-9-24', 'S'),
(597, 'NIF597', '2023-4-4', 'N'),
(598, 'NIF598', '2023-12-7', 'N'),
(599, 'NIF599', '2023-12-6', 'N'),
(600, 'NIF600', '2023-8-28', 'N'),
(601, 'NIF601', '2023-11-7', 'S'),
(602, 'NIF602', '2023-1-19', 'N'),
(603, 'NIF603', '2023-1-10', 'N'),
(604, 'NIF604', '2023-5-4', 'N'),
(605, 'NIF605', '2023-2-28', 'N'),
(606, 'NIF606', '2023-4-19', 'N'),
(607, 'NIF607', '2023-1-2', 'S'),
(608, 'NIF608', '2023-4-4', 'S'),
(609, 'NIF609', '2023-8-18', 'N'),
